0.835751	0.719164
0.857412	0.75226
0.445926	0.323918
0.399285	0.255957
0.341597	0.206192
0.627274	0.460104
0.707827	0.549685
0.837937	0.728791
0.561608	0.39645
0.257521	0.148308
0.489819	0.347612
0.293788	0.178525
0.773713	0.632201
0.547253	0.381545
0.32778	0.196737
0.57669	0.415282
0.543805	0.377234
0.0337383	0.0177236
0.0166238	0.00865827
0.170439	0.0996587
0.423284	0.269074
0.293306	0.17246
0.544386	0.374652
0.655441	0.489101
0.60813	0.439677
0.645197	0.486936
0.612341	0.442136
0.710069	0.552675
0.839971	0.725464
0.584041	0.429596
0.787211	0.650269
0.364794	0.250115
0.681238	0.52728
0.217032	0.127159
0.253224	0.149583
0.505872	0.347185
0.913546	0.841657
0.677005	0.528466
0.438558	0.286284
0.459005	0.298871
0.575499	0.40667
0.0539298	0.0280011
0.267327	0.156604
0.141286	0.0778644
0.758866	0.619624
0.771538	0.628915
0.798601	0.67993
0.631297	0.46627
0.704756	0.545698
0.592788	0.423987
